max_depth_LGB,min_child_samples_LGB,num_leaves_LGB,num_iterations_LGB,learning_rate_LGB,penalty_逻辑回归,subsample_LGB,colsample_bytree_LGB,reg_lambda_LGB,max_bin_LGB,reg_alpha_LGB,C_逻辑回归,degree,mse,r2,mse_y,auc_t
7,32,32,100,0.2,l1,0.5,0.5,9,144,1,10,10,0.107576795,0.892423205,1.080200745,0.507590696
7,32,32,200,0.1,l2,0.9,0.9,5,80,0.1,1,10,0.107621903,0.892378097,1.07696774,0.506313556
7,32,32,100,0.2,l1,0.9,0.9,1,16,1,10,10,0.107684225,0.892315775,1.080339321,0.507590696
7,32,32,100,0.2,l2,0.5,0.5,9,144,1,10,10,0.107691801,0.892308199,1.080200745,0.506254776
7,32,32,200,0.1,l2,0.7,0.7,3,48,0.1,1,10,0.107691822,0.892308178,1.077707586,0.506313556
9,64,64,100,0.2,l1,0.5,0.5,1,16,1,10,10,0.107731366,0.892268634,1.079807581,0.507590696
9,64,64,200,0.1,l2,0.5,0.5,1,16,0.1,1,10,0.10773262,0.892268338,1.084666367,0.506313556
7,32,32,200,0.1,l1,0.7,0.7,7,112,0.01,0.1,10,0.107757706,0.892242294,1.069150393,0.5
7,32,32,100,0.2,l2,0.9,0.9,1,16,1,10,10,0.107773491,0.892226509,1.080339321,0.506254776
9,64,64,100,0.2,l2,0.5,0.5,1,16,1,10,10,0.107807975,0.892192025,1.079807581,0.506254776
7,32,32,200,0.1,l2,0.7,0.7,7,112,0.1,1,10,0.107829704,0.892170296,1.070863854,0.506313556
9,64,64,200,0.1,l2,0.5,0.5,5,80,0.1,1,10,0.107913079,0.892086921,1.092834661,0.506313556
7,32,32,200,0.1,l1,0.7,0.7,9,144,0.01,0.1,10,0.107941853,0.892058147,1.071667711,0.5
9,64,64,200,0.1,l2,0.7,0.7,9,144,0.1,1,10,0.107980183,0.892019817,1.088191393,0.506313556
7,32,32,200,0.1,l1,0.5,0.5,9,144,1,10,10,0.107983076,0.892016924,1.074790733,0.507590696
7,32,32,200,0.1,l2,0.5,0.5,9,144,1,10,10,0.108077064,0.891922936,1.074790733,0.506254776
9,64,64,200,0.1,l2,0.9,0.9,3,48,0.01,0.1,10,0.108094365,0.891905635,1.110162743,0.50672502
9,64,64,100,0.2,l2,0.9,0.9,7,112,0.1,1,10,0.108257544,0.891742456,1.09255607,0.506313556
9,64,64,100,0.2,l1,0.7,0.7,1,16,0.01,0.1,10,0.108365144,0.891634856,1.101936641,0.5
7,32,32,200,0.1,l1,0.7,0.7,7,112,1,10,10,0.10841662,0.89158338,1.069052149,0.507590696
9,64,64,200,0.1,l1,0.7,0.7,3,48,0.1,1,10,0.10845957,0.89154043,1.096694955,0.513925627
7,32,32,100,0.2,l2,0.9,0.9,1,16,0.1,1,10,0.108461125,0.891538875,1.08218731,0.506313556
7,32,32,200,0.1,l1,0.9,0.9,9,144,0.01,0.1,10,0.108474238,0.891525762,1.082190619,0.5
7,32,32,200,0.1,l2,0.7,0.7,7,112,1,10,10,0.10850552,0.89149448,1.069052149,0.506254776
7,32,32,100,0.2,l1,0.9,0.9,5,80,0.1,1,10,0.108518954,0.891481046,1.078325054,0.513925627
9,64,64,100,0.2,l1,0.5,0.5,1,16,0.1,1,10,0.108537173,0.891462827,1.089765977,0.513925627
9,64,64,100,0.2,l2,0.5,0.5,1,16,0.1,1,10,0.108574748,0.891425252,1.089765977,0.506313556
7,32,32,100,0.2,l2,0.5,0.5,1,16,0.01,0.1,10,0.108590282,0.891409718,1.078526694,0.50672502
9,64,64,100,0.2,l1,0.9,0.9,1,16,0.1,1,10,0.108608908,0.891391092,1.104333678,0.513925627
7,32,32,100,0.2,l2,0.7,0.7,9,144,0.01,0.1,10,0.108646816,0.891353184,1.073782393,0.50672502
7,32,32,200,0.1,l1,0.5,0.5,1,16,1,10,10,0.10867537,0.89132463,1.07474866,0.507590696
7,32,32,200,0.1,l2,0.7,0.7,5,80,0.01,0.1,10,0.108712114,0.891287886,1.074550879,0.50672502
7,32,32,200,0.1,l1,0.5,0.5,9,144,0.01,0.1,10,0.108744476,0.891255524,1.07623223,0.5
7,32,32,200,0.1,l2,0.5,0.5,1,16,1,10,10,0.108781022,0.891218978,1.07474866,0.506254776
7,32,32,100,0.2,l1,0.7,0.7,5,80,1,10,10,0.108799445,0.891200555,1.072927396,0.507590696
7,32,32,200,0.1,l1,0.5,0.5,3,48,0.1,1,10,0.108806743,0.891193257,1.086413497,0.513925627
9,64,64,200,0.1,l1,0.5,0.5,3,48,1,10,10,0.108881665,0.891118335,1.101444659,0.507590696
7,32,32,100,0.2,l2,0.7,0.7,5,80,1,10,10,0.108893837,0.891106163,1.072927396,0.506254776
9,64,64,100,0.2,l1,0.7,0.7,9,144,1,10,10,0.108910687,0.891089313,1.094624664,0.507590696
9,64,64,200,0.1,l2,0.5,0.5,9,144,0.01,0.1,10,0.108948908,0.891051092,1.085638271,0.50672502
7,32,32,100,0.2,l1,0.9,0.9,9,144,0.01,0.1,10,0.108982834,0.891017166,1.083220067,0.5
9,64,64,200,0.1,l2,0.5,0.5,3,48,1,10,10,0.108994669,0.891005331,1.101444659,0.506254776
7,32,32,200,0.1,l1,0.5,0.5,5,80,0.01,0.1,10,0.109001078,0.890998922,1.076080898,0.5
9,64,64,100,0.2,l2,0.7,0.7,9,144,1,10,10,0.109035967,0.890964033,1.094624664,0.506254776
9,64,64,200,0.1,l2,0.7,0.7,3,48,0.1,1,10,0.109133571,0.890866429,1.096694955,0.506313556
7,32,32,100,0.2,l2,0.9,0.9,3,48,0.01,0.1,10,0.109159535,0.890840465,1.081150435,0.50672502
9,64,64,100,0.2,l2,0.7,0.7,5,80,0.01,0.1,10,0.109227191,0.890772809,1.099082006,0.50672502
7,32,32,200,0.1,l1,0.9,0.9,5,80,0.01,0.1,10,0.1092377,0.8907623,1.078617441,0.5
7,32,32,200,0.1,l1,0.5,0.5,7,112,1,10,10,0.109279155,0.890720845,1.072822276,0.507590696
9,64,64,100,0.2,l2,0.9,0.9,1,16,0.1,1,10,0.109321311,0.890678689,1.104333678,0.506313556
7,32,32,200,0.1,l2,0.5,0.5,7,112,1,10,10,0.109380191,0.890619809,1.072822276,0.506254776
7,32,32,100,0.2,l2,0.9,0.9,5,80,0.1,1,10,0.109466537,0.890533463,1.078325054,0.506313556
7,32,32,200,0.1,l1,0.7,0.7,1,16,1,10,10,0.10948432,0.890515684,1.074174094,0.507590696
9,64,64,200,0.1,l1,0.5,0.5,3,48,0.01,0.1,10,0.109486127,0.890513873,1.107041668,0.5
7,32,32,100,0.2,l1,0.7,0.7,7,112,1,10,10,0.109495019,0.890504981,1.065892365,0.507590696
7,32,32,200,0.1,l2,0.7,0.7,1,16,1,10,10,0.109547841,0.890452159,1.074174094,0.506254776
7,32,32,100,0.2,l2,0.7,0.7,7,112,1,10,10,0.109604122,0.890395878,1.065892365,0.506254776
7,32,32,200,0.1,l2,0.5,0.5,3,48,0.1,1,10,0.109713372,0.890286628,1.086413497,0.506313556
5,16,16,100,0.2,l1,0.7,0.7,1,16,0.01,0.1,10,0.109782698,0.890217302,1.058594092,0.5
7,32,32,200,0.1,l1,0.5,0.5,5,80,1,10,10,0.109790118,0.890209882,1.076132545,0.507590696
5,16,16,100,0.2,l1,0.9,0.9,1,16,0.01,0.1,10,0.109893452,0.890106548,1.058475728,0.5
7,32,32,200,0.1,l2,0.5,0.5,5,80,1,10,10,0.109893882,0.890106118,1.076132545,0.506254776
9,64,64,200,0.1,l1,0.5,0.5,5,80,0.01,0.1,10,0.109902292,0.890097708,1.092899548,0.5
7,32,32,100,0.2,l1,0.9,0.9,9,144,0.1,1,10,0.109914777,0.890085223,1.077650025,0.513925627
7,32,32,100,0.2,l2,0.7,0.7,3,48,0.01,0.1,10,0.109919974,0.890080026,1.075123992,0.50672502
7,32,32,100,0.2,l1,0.9,0.9,9,144,1,10,10,0.110093275,0.889906725,1.077754772,0.507590696
7,32,32,200,0.1,l2,0.5,0.5,7,112,0.01,0.1,10,0.110126638,0.889873362,1.071228986,0.50672502
7,32,32,100,0.2,l2,0.9,0.9,9,144,1,10,10,0.110181714,0.889818286,1.077754772,0.506254776
9,64,64,200,0.1,l1,0.7,0.7,3,48,1,10,10,0.110200109,0.889799891,1.096983615,0.507590696
5,16,16,200,0.1,l1,0.7,0.7,1,16,0.01,0.1,10,0.110212657,0.889787343,1.058399916,0.5
7,32,32,200,0.1,l1,0.7,0.7,5,80,1,10,10,0.110217472,0.889782528,1.071541261,0.507590696
9,64,64,200,0.1,l1,0.7,0.7,5,80,0.1,1,10,0.110265323,0.889734677,1.09038655,0.513925627
9,64,64,200,0.1,l2,0.7,0.7,3,48,1,10,10,0.11027142,0.88972858,1.096983615,0.506254776
7,32,32,200,0.1,l2,0.7,0.7,7,112,0.01,0.1,10,0.110283526,0.889716474,1.069150393,0.50672502
7,32,32,200,0.1,l2,0.7,0.7,5,80,1,10,10,0.110320771,0.889679229,1.071541261,0.506254776
7,32,32,200,0.1,l2,0.7,0.7,9,144,0.01,0.1,10,0.110382881,0.889617119,1.071667711,0.50672502
7,32,32,200,0.1,l1,0.7,0.7,5,80,0.1,1,10,0.110421903,0.889578097,1.073389543,0.513925627
7,32,32,200,0.1,l1,0.9,0.9,9,144,1,10,10,0.110447076,0.889552924,1.078853128,0.507590696
9,64,64,100,0.2,l1,0.5,0.5,9,144,0.01,0.1,10,0.110456073,0.889543927,1.087489899,0.5
5,16,16,200,0.1,l1,0.9,0.9,1,16,0.01,0.1,10,0.110467682,0.889532318,1.05852754,0.5
9,64,64,100,0.2,l2,0.7,0.7,1,16,0.01,0.1,10,0.110513974,0.889486026,1.101936641,0.50672502
7,32,32,200,0.1,l2,0.9,0.9,9,144,1,10,10,0.110528825,0.889471175,1.078853128,0.506254776
9,64,64,200,0.1,l1,0.7,0.7,5,80,0.01,0.1,10,0.110547093,0.889452907,1.090500885,0.5
9,64,64,200,0.1,l1,0.5,0.5,1,16,1,10,10,0.110770586,0.889229414,1.083498649,0.507590696
7,32,32,100,0.2,l2,0.9,0.9,9,144,0.1,1,10,0.110847375,0.889152625,1.077650025,0.506313556
5,16,16,200,0.1,l2,0.7,0.7,1,16,0.01,0.1,10,0.110866997,0.889133003,1.058399916,0.50672502
9,64,64,200,0.1,l2,0.5,0.5,1,16,1,10,10,0.110869952,0.889130048,1.083498649,0.506254776
9,64,64,100,0.2,l1,0.9,0.9,3,48,0.1,1,10,0.1108931,0.8891069,1.108491381,0.513925627
7,32,32,200,0.1,l1,0.7,0.7,9,144,1,10,10,0.110958711,0.889041289,1.071055939,0.507590696
9,64,64,100,0.2,l1,0.5,0.5,5,80,0.1,1,10,0.110964374,0.889035626,1.105792007,0.513925627
9,64,64,200,0.1,l1,0.7,0.7,9,144,1,10,10,0.110977945,0.889022055,1.089171897,0.507590696
5,16,16,100,0.2,l2,0.7,0.7,1,16,0.01,0.1,10,0.111014914,0.888985086,1.058594092,0.50672502
7,32,32,200,0.1,l2,0.7,0.7,9,144,1,10,10,0.11102619,0.88897381,1.071055939,0.506254776
9,64,64,200,0.1,l2,0.7,0.7,5,80,0.1,1,10,0.111044506,0.888955494,1.09038655,0.506313556
7,32,32,100,0.2,l1,0.5,0.5,9,144,0.1,1,10,0.111072746,0.888927254,1.078934025,0.513925627
9,64,64,200,0.1,l2,0.7,0.7,9,144,1,10,10,0.111073543,0.888926457,1.089171897,0.506254776
7,32,32,200,0.1,l1,0.7,0.7,9,144,0.1,1,10,0.111077114,0.888922886,1.07658206,0.513925627
7,32,32,200,0.1,l2,0.5,0.5,5,80,0.01,0.1,10,0.11113802,0.88886198,1.076080898,0.50672502
7,32,32,100,0.2,l2,0.9,0.9,9,144,0.01,0.1,10,0.1111568,0.8888432,1.083220067,0.50672502
5,16,16,200,0.1,l1,0.5,0.5,1,16,0.01,0.1,10,0.111183799,0.888816201,1.058733973,0.5
9,64,64,200,0.1,l2,0.7,0.7,5,80,0.01,0.1,10,0.111198651,0.888801349,1.090500885,0.50672502
5,16,16,200,0.1,l2,0.9,0.9,1,16,0.01,0.1,10,0.111231777,0.888768223,1.05852754,0.50672502
5,16,16,100,0.2,l1,0.5,0.5,1,16,0.01,0.1,10,0.111314192,0.888685808,1.058547725,0.5
7,32,32,200,0.1,l2,0.7,0.7,5,80,0.1,1,10,0.111363817,0.888636183,1.073389543,0.506313556
5,16,16,100,0.2,l2,0.9,0.9,1,16,0.01,0.1,10,0.111521245,0.888478755,1.058475728,0.50672502
9,64,64,200,0.1,l1,0.5,0.5,9,144,1,10,10,0.111521384,0.888478616,1.08819624,0.507590696
7,32,32,200,0.1,l2,0.9,0.9,9,144,0.01,0.1,10,0.111524693,0.888475307,1.082190619,0.50672502
9,64,64,200,0.1,l2,0.5,0.5,9,144,1,10,10,0.111627285,0.888372715,1.08819624,0.506254776
9,64,64,100,0.2,l1,0.9,0.9,9,144,1,10,10,0.111688488,0.888311512,1.094939537,0.507590696
9,64,64,100,0.2,l2,0.9,0.9,3,48,0.1,1,10,0.11171627,0.88828373,1.108491381,0.506313556
9,64,64,100,0.2,l2,0.9,0.9,9,144,1,10,10,0.111759765,0.888240235,1.094939537,0.506254776
7,32,32,200,0.1,l1,0.5,0.5,7,112,0.1,1,10,0.111871442,0.888128558,1.073009669,0.513925627
9,64,64,200,0.1,l2,0.5,0.5,5,80,0.01,0.1,10,0.111885213,0.888114787,1.092899548,0.50672502
7,32,32,200,0.1,l2,0.9,0.9,5,80,0.01,0.1,10,0.111894462,0.888105538,1.078617441,0.50672502
9,64,64,100,0.2,l2,0.5,0.5,5,80,0.1,1,10,0.111925924,0.888074076,1.105792007,0.506313556
5,16,16,200,0.1,l2,0.5,0.5,1,16,0.01,0.1,10,0.111971682,0.888028318,1.058733973,0.50672502
7,32,32,200,0.1,l2,0.7,0.7,9,144,0.1,1,10,0.112026509,0.887973491,1.07658206,0.506313556
9,64,64,200,0.1,l1,0.7,0.7,7,112,1,10,10,0.11209516,0.88790484,1.082340927,0.507590696
7,32,32,200,0.1,l1,0.5,0.5,5,80,0.1,1,10,0.112118407,0.887881593,1.07727161,0.513925627
7,32,32,100,0.2,l1,0.9,0.9,5,80,1,10,10,0.112178416,0.887821584,1.076819232,0.507590696
9,64,64,200,0.1,l2,0.7,0.7,7,112,1,10,10,0.112205769,0.887794231,1.082340927,0.506254776
7,32,32,100,0.2,l2,0.5,0.5,9,144,0.1,1,10,0.11220971,0.88779029,1.078934025,0.506313556
7,32,32,100,0.2,l2,0.9,0.9,5,80,1,10,10,0.112256019,0.887743981,1.076819232,0.506254776
9,64,64,200,0.1,l2,0.5,0.5,3,48,0.01,0.1,10,0.11230207,0.88769793,1.107041668,0.50672502
7,32,32,200,0.1,l1,0.5,0.5,9,144,0.1,1,10,0.112434752,0.887565248,1.076810053,0.513925627
9,64,64,100,0.2,l1,0.9,0.9,5,80,1,10,10,0.112552021,0.887447979,1.101067025,0.507590696
5,16,16,100,0.2,l2,0.5,0.5,1,16,0.01,0.1,10,0.112636572,0.887363428,1.058547725,0.50672502
9,64,64,100,0.2,l2,0.9,0.9,5,80,1,10,10,0.112678608,0.887321392,1.101067025,0.506254776
9,64,64,100,0.2,l1,0.5,0.5,9,144,1,10,10,0.112765057,0.887234943,1.097085968,0.507590696
9,64,64,100,0.2,l2,0.5,0.5,9,144,1,10,10,0.112828962,0.887171038,1.097085968,0.506254776
5,16,16,200,0.1,l1,0.9,0.9,1,16,0.1,1,10,0.112893931,0.887106069,1.058618332,0.513925627
5,16,16,100,0.2,l1,0.7,0.7,1,16,0.1,1,10,0.112896484,0.887103516,1.058602711,0.513925627
7,32,32,100,0.2,l1,0.5,0.5,3,48,0.1,1,10,0.112921138,0.887078862,1.089142326,0.513925627
9,64,64,100,0.2,l2,0.5,0.5,9,144,0.01,0.1,10,0.112929869,0.887070131,1.087489899,0.50672502
5,16,16,200,0.1,l1,0.7,0.7,1,16,0.1,1,10,0.112956392,0.887043608,1.058563519,0.513925627
7,32,32,200,0.1,l2,0.5,0.5,7,112,0.1,1,10,0.112958085,0.887041915,1.073009669,0.506313556
7,32,32,200,0.1,l2,0.5,0.5,9,144,0.01,0.1,10,0.113000978,0.886999022,1.07623223,0.50672502
7,32,32,200,0.1,l2,0.5,0.5,5,80,0.1,1,10,0.113062166,0.886937834,1.07727161,0.506313556
5,16,16,200,0.1,l1,0.5,0.5,1,16,0.1,1,10,0.113159212,0.886840788,1.058644276,0.513925627
7,32,32,200,0.1,l2,0.5,0.5,9,144,0.1,1,10,0.113309494,0.886690506,1.076810053,0.506313556
5,16,16,100,0.2,l1,0.9,0.9,1,16,0.1,1,10,0.113369033,0.886630967,1.058375261,0.513925627
7,32,32,100,0.2,l1,0.9,0.9,3,48,0.1,1,10,0.113385569,0.886614431,1.081837718,0.513925627
7,32,32,100,0.2,l2,0.5,0.5,3,48,0.1,1,10,0.113733275,0.886266725,1.089142326,0.506313556
7,32,32,200,0.1,l1,0.9,0.9,9,144,0.1,1,10,0.113807672,0.886192328,1.079189327,0.513925627
5,16,16,200,0.1,l2,0.7,0.7,1,16,0.1,1,10,0.113922769,0.886077231,1.058563519,0.506313556
5,16,16,200,0.1,l2,0.9,0.9,1,16,0.1,1,10,0.113923369,0.886076631,1.058618332,0.506313556
5,16,16,100,0.2,l2,0.7,0.7,1,16,0.1,1,10,0.114024369,0.885975631,1.058602711,0.506313556
9,64,64,100,0.2,l1,0.9,0.9,7,112,1,10,10,0.114083288,0.885916712,1.095425822,0.507590696
5,16,16,200,0.1,l2,0.5,0.5,1,16,0.1,1,10,0.114161432,0.885838568,1.058644276,0.506313556
9,64,64,100,0.2,l2,0.9,0.9,7,112,1,10,10,0.114176772,0.885823228,1.095425822,0.506254776
5,16,16,100,0.2,l1,0.5,0.5,1,16,0.1,1,10,0.11421626,0.88578374,1.058508526,0.513925627
9,64,64,100,0.2,l1,0.9,0.9,3,48,1,10,10,0.114245723,0.885754277,1.10796827,0.507590696
9,64,64,100,0.2,l1,0.7,0.7,9,144,0.01,0.1,10,0.114291584,0.885708416,1.093778964,0.5
9,64,64,100,0.2,l2,0.9,0.9,3,48,1,10,10,0.114325092,0.885674908,1.10796827,0.506254776
5,16,16,200,0.1,l1,0.5,0.5,1,16,1,10,10,0.114487479,0.885512521,1.058878161,0.507590696
5,16,16,100,0.2,l2,0.9,0.9,1,16,0.1,1,10,0.114492276,0.885507724,1.058375261,0.506313556
5,16,16,100,0.2,l1,0.9,0.9,1,16,1,10,10,0.114504375,0.885495625,1.058743018,0.507590696
5,16,16,200,0.1,l1,0.5,0.5,7,112,0.01,0.1,10,0.114508214,0.885491786,1.060229814,0.5
7,32,32,100,0.2,l2,0.9,0.9,3,48,0.1,1,10,0.114514135,0.885485865,1.081837718,0.506313556
5,16,16,200,0.1,l1,0.9,0.9,7,112,0.01,0.1,10,0.114563379,0.885436621,1.060207393,0.5
5,16,16,200,0.1,l2,0.5,0.5,1,16,1,10,10,0.114594775,0.885405225,1.058878161,0.506254776
5,16,16,100,0.2,l2,0.9,0.9,1,16,1,10,10,0.114603836,0.885396164,1.058743018,0.506254776
7,32,32,200,0.1,l2,0.9,0.9,9,144,0.1,1,10,0.114610388,0.885389612,1.079189327,0.506313556
5,16,16,200,0.1,l1,0.9,0.9,1,16,1,10,10,0.114635421,0.885364579,1.058592511,0.507590696
5,16,16,100,0.2,l1,0.7,0.7,1,16,1,10,10,0.114647014,0.885352986,1.058467882,0.507590696
5,16,16,100,0.2,l2,0.5,0.5,7,112,0.01,0.1,10,0.114690943,0.885309057,1.06089882,0.50672502
5,16,16,200,0.1,l2,0.5,0.5,7,112,0.01,0.1,10,0.114733823,0.885266177,1.060229814,0.50672502
5,16,16,200,0.1,l2,0.9,0.9,7,112,0.01,0.1,10,0.114739688,0.885260312,1.060207393,0.50672502
5,16,16,200,0.1,l2,0.9,0.9,1,16,1,10,10,0.114745151,0.885254849,1.058592511,0.506254776
5,16,16,100,0.2,l2,0.7,0.7,1,16,1,10,10,0.114756391,0.885243609,1.058467882,0.506254776
9,64,64,100,0.2,l1,0.5,0.5,9,144,0.1,1,10,0.114852368,0.885147632,1.091356861,0.513925627
5,16,16,100,0.2,l1,0.5,0.5,7,112,0.01,0.1,10,0.114866376,0.885133624,1.06089882,0.5
9,64,64,100,0.2,l1,0.9,0.9,5,80,0.01,0.1,10,0.114895313,0.885104687,1.110510452,0.5
7,32,32,100,0.2,l1,0.5,0.5,1,16,0.1,1,10,0.114955917,0.885044083,1.08025957,0.513925627
5,16,16,200,0.1,l1,0.7,0.7,1,16,1,10,10,0.114962906,0.885037094,1.058635312,0.507590696
5,16,16,200,0.1,l1,0.7,0.7,7,112,0.01,0.1,10,0.11503083,0.88496917,1.059882188,0.5
5,16,16,200,0.1,l2,0.7,0.7,1,16,1,10,10,0.11506796,0.88493204,1.058635312,0.506254776
5,16,16,200,0.1,l2,0.7,0.7,7,112,0.01,0.1,10,0.115128519,0.884871481,1.059882188,0.50672502
5,16,16,100,0.2,l2,0.5,0.5,1,16,0.1,1,10,0.115180679,0.884819321,1.058508526,0.506313556
5,16,16,100,0.2,l1,0.5,0.5,7,112,0.1,1,10,0.115598465,0.884401535,1.060902684,0.513925627
7,32,32,100,0.2,l2,0.5,0.5,1,16,0.1,1,10,0.115824109,0.884175891,1.08025957,0.506313556
5,16,16,100,0.2,l1,0.7,0.7,7,112,0.01,0.1,10,0.115955614,0.884044386,1.059966284,0.5
5,16,16,100,0.2,l2,0.7,0.7,7,112,0.01,0.1,10,0.115962837,0.884037163,1.059966284,0.50672502
7,32,32,100,0.2,l1,0.9,0.9,3,48,1,10,10,0.115967137,0.884032863,1.078441444,0.507590696
5,16,16,100,0.2,l1,0.5,0.5,1,16,1,10,10,0.115980998,0.884019002,1.058573605,0.507590696
9,64,64,100,0.2,l2,0.5,0.5,9,144,0.1,1,10,0.115985382,0.884014618,1.091356861,0.506313556
7,32,32,100,0.2,l2,0.9,0.9,3,48,1,10,10,0.116056123,0.883943877,1.078441444,0.506254776
5,16,16,100,0.2,l2,0.5,0.5,1,16,1,10,10,0.116095663,0.883904337,1.058573605,0.506254776
5,16,16,200,0.1,l1,0.5,0.5,7,112,0.1,1,10,0.116226751,0.883773249,1.060295489,0.513925627
5,16,16,200,0.1,l1,0.9,0.9,3,48,0.01,0.1,10,0.116233216,0.883766784,1.059213055,0.5
5,16,16,100,0.2,l2,0.5,0.5,7,112,0.1,1,10,0.116356839,0.88364321,1.060902684,0.506313556
5,16,16,200,0.1,l1,0.9,0.9,7,112,0.1,1,10,0.116461978,0.883538022,1.060100137,0.513925627
5,16,16,100,0.2,l1,0.7,0.7,7,112,0.1,1,10,0.116494384,0.883505616,1.059959013,0.513925627
5,16,16,100,0.2,l1,0.5,0.5,3,48,0.01,0.1,10,0.116667598,0.883332402,1.059446177,0.5
5,16,16,200,0.1,l1,0.7,0.7,7,112,0.1,1,10,0.116746753,0.883253247,1.059868898,0.513925627
5,16,16,200,0.1,l1,0.7,0.7,9,144,0.01,0.1,10,0.116784045,0.883215955,1.059879365,0.5
5,16,16,200,0.1,l1,0.7,0.7,3,48,0.01,0.1,10,0.116881616,0.883118384,1.05919509,0.5
5,16,16,200,0.1,l2,0.7,0.7,9,144,0.01,0.1,10,0.116927427,0.883072573,1.059879365,0.50672502
5,16,16,200,0.1,l2,0.5,0.5,7,112,0.1,1,10,0.117025258,0.882974742,1.060295489,0.506313556
5,16,16,100,0.2,l2,0.9,0.9,9,144,0.01,0.1,10,0.117056345,0.882943655,1.05959043,0.50672502
5,16,16,200,0.1,l1,0.5,0.5,3,48,0.01,0.1,10,0.117070707,0.882929293,1.059473228,0.5
5,16,16,200,0.1,l1,0.5,0.5,7,112,1,10,10,0.117129984,0.882870016,1.060451394,0.507590696
5,16,16,200,0.1,l2,0.5,0.5,7,112,1,10,10,0.117211176,0.882788824,1.060451394,0.506254776
5,16,16,100,0.2,l2,0.7,0.7,7,112,0.1,1,10,0.117252426,0.882747574,1.059959013,0.506313556
5,16,16,200,0.1,l2,0.9,0.9,7,112,0.1,1,10,0.117258597,0.882741403,1.060100137,0.506313556
5,16,16,200,0.1,l1,0.9,0.9,9,144,0.01,0.1,10,0.11730667,0.88269333,1.059932302,0.5
5,16,16,100,0.2,l1,0.9,0.9,9,144,0.01,0.1,10,0.117314157,0.882685843,1.05959043,0.5
5,16,16,200,0.1,l1,0.9,0.9,7,112,1,10,10,0.117441498,0.882558502,1.059883639,0.507590696
5,16,16,200,0.1,l2,0.7,0.7,7,112,0.1,1,10,0.117500159,0.882499841,1.059868898,0.506313556
5,16,16,200,0.1,l2,0.9,0.9,7,112,1,10,10,0.117521597,0.882478403,1.059883639,0.506254776
5,16,16,200,0.1,l2,0.9,0.9,9,144,0.01,0.1,10,0.11756703,0.88243297,1.059932302,0.50672502
9,64,64,100,0.2,l2,0.7,0.7,9,144,0.01,0.1,10,0.117607965,0.882392035,1.093778964,0.50672502
5,16,16,100,0.2,l1,0.9,0.9,3,48,0.01,0.1,10,0.117743835,0.882256165,1.059135388,0.5
5,16,16,100,0.2,l1,0.7,0.7,3,48,0.01,0.1,10,0.117826445,0.882173555,1.059093252,0.5
5,16,16,200,0.1,l1,0.7,0.7,7,112,1,10,10,0.118020907,0.881979093,1.060018131,0.507590696
