eps_lasso,n_alphas_lasso,n_estimators_random,min_samples_split_random,max_features_random,max_samples_random,max_depth_random,min_samples_leaf_random,degree,mse,r2
0.0001,450,50,9,0.5,0.5,3,16,5,0.32447537606877713,0.6755246239312229
0.0001,450,50,7,0.5,0.5,3,16,5,0.3244753760687775,0.6755246239312225
0.0001,450,50,3,0.5,0.5,3,16,5,0.3244753760687777,0.6755246239312223
0.01,350,100,5,0.7,0.7,5,48,5,0.3245112982316128,0.6754887017683873
0.01,350,100,7,0.7,0.7,5,48,5,0.3245112982316131,0.6754887017683868
0.01,350,100,9,0.7,0.7,5,48,5,0.3245112982316131,0.6754887017683868
0.01,350,100,3,0.7,0.7,5,48,5,0.3245112982316132,0.6754887017683868
0.0001,450,50,7,0.5,0.5,5,48,5,0.324612836794236,0.675387163205764
0.0001,450,50,9,0.5,0.5,5,48,5,0.324612836794236,0.675387163205764
0.0001,450,50,5,0.5,0.5,5,48,5,0.32461283679423625,0.6753871632057638
0.0001,450,50,3,0.5,0.5,5,48,5,0.32461283679423664,0.6753871632057633
0.0001,450,100,7,0.7,0.7,7,80,5,0.32477043822249096,0.675229561777509
0.0001,450,100,3,0.7,0.7,7,80,5,0.3247704382224914,0.6752295617775086
0.0001,450,100,5,0.7,0.7,7,80,5,0.3247704382224925,0.6752295617775075
0.0001,450,100,9,0.7,0.7,7,80,5,0.32477043822249446,0.6752295617775055
0.0001,450,50,9,0.9,0.9,9,112,5,0.3248013966700025,0.6751986033299975
0.0001,450,50,5,0.9,0.9,9,112,5,0.3248013966700031,0.6751986033299969
0.0001,450,50,7,0.9,0.9,9,112,5,0.3248013966700031,0.6751986033299969
0.0001,450,50,3,0.9,0.9,9,112,5,0.3248013966700051,0.6751986033299948
0.0001,450,50,9,0.7,0.7,7,80,5,0.3249806337606872,0.6750193662393128
0.0001,450,50,3,0.7,0.7,7,80,5,0.3249806337606877,0.6750193662393122
0.0001,450,50,7,0.7,0.7,7,80,5,0.3249806337606886,0.6750193662393114
0.0001,450,50,5,0.7,0.7,7,80,5,0.32498063376069003,0.67501936623931
0.01,350,50,7,0.9,0.9,9,112,5,0.32533257808878024,0.6746674219112198
0.01,350,50,9,0.9,0.9,9,112,5,0.32533257808878024,0.6746674219112198
0.01,350,50,3,0.9,0.9,9,112,5,0.3253325780887804,0.6746674219112196
0.01,350,50,5,0.9,0.9,9,112,5,0.3253325780887806,0.6746674219112194
0.0001,450,100,9,0.7,0.7,5,48,5,0.32540960841164007,0.67459039158836
0.0001,450,100,5,0.7,0.7,5,48,5,0.3254096084116403,0.6745903915883598
0.0001,450,100,3,0.7,0.7,5,48,5,0.3254096084116404,0.6745903915883595
0.0001,450,100,7,0.7,0.7,5,48,5,0.32540960841164057,0.6745903915883594
0.01,350,100,9,0.7,0.7,3,16,5,0.32569364436824194,0.6743063556317581
0.01,350,100,7,0.7,0.7,3,16,5,0.32569364436824205,0.6743063556317579
0.01,350,100,3,0.7,0.7,3,16,5,0.32569364436824216,0.6743063556317579
0.01,350,100,5,0.7,0.7,3,16,5,0.32569364436824455,0.6743063556317554
0.01,350,100,5,0.9,0.9,9,112,5,0.32572318289131036,0.6742768171086897
0.01,350,100,7,0.9,0.9,9,112,5,0.32572318289131036,0.6742768171086897
0.01,350,100,3,0.9,0.9,9,112,5,0.32572318289131186,0.6742768171086881
0.01,350,100,9,0.9,0.9,9,112,5,0.32572318289131247,0.6742768171086875
0.0001,450,100,7,0.7,0.7,3,16,5,0.32583480235800627,0.6741651976419938
0.0001,450,100,3,0.7,0.7,3,16,5,0.32583480235800644,0.6741651976419936
0.0001,450,100,9,0.7,0.7,3,16,5,0.3258348023580068,0.6741651976419931
0.0001,450,100,5,0.7,0.7,3,16,5,0.3258348023580087,0.6741651976419913
0.0001,450,100,7,0.9,0.9,9,112,5,0.3260904487524042,0.6739095512475958
0.0001,450,100,5,0.9,0.9,9,112,5,0.3260904487524042,0.6739095512475958
0.0001,450,100,9,0.9,0.9,9,112,5,0.3260904487524045,0.6739095512475954
0.0001,450,100,3,0.9,0.9,9,112,5,0.32609044875240467,0.6739095512475953
0.01,350,50,7,0.7,0.7,3,16,5,0.32639349151370617,0.6736065084862939
0.01,350,50,3,0.7,0.7,3,16,5,0.3263934915137066,0.6736065084862934
0.01,350,50,9,0.7,0.7,3,16,5,0.3263934915137067,0.6736065084862932
0.01,350,50,5,0.7,0.7,3,16,5,0.3263934915137067,0.6736065084862932
0.0001,450,50,7,0.9,0.9,7,80,5,0.3264578830605228,0.6735421169394772
0.0001,450,50,9,0.9,0.9,7,80,5,0.3264578830605232,0.6735421169394769
0.0001,450,50,3,0.9,0.9,7,80,5,0.32645788306052403,0.673542116939476
0.0001,450,50,5,0.9,0.9,7,80,5,0.3264578830605265,0.6735421169394735
0.0001,450,50,7,0.7,0.7,3,16,5,0.32682314357378484,0.6731768564262152
0.0001,450,50,9,0.7,0.7,3,16,5,0.3268231435737851,0.6731768564262148
0.0001,450,50,5,0.7,0.7,3,16,5,0.3268231435737852,0.6731768564262148
0.0001,450,50,3,0.7,0.7,3,16,5,0.3268231435737853,0.6731768564262147
0.0001,450,50,9,0.9,0.9,5,48,5,0.32686353839376536,0.6731364616062346
0.0001,450,50,5,0.9,0.9,5,48,5,0.32686353839376553,0.6731364616062345
0.0001,450,50,3,0.9,0.9,5,48,5,0.3268635383937658,0.6731364616062342
0.0001,450,50,7,0.9,0.9,5,48,5,0.3268635383937669,0.6731364616062331
0.01,350,100,9,0.9,0.9,7,80,5,0.32691585367356,0.67308414632644
0.01,350,100,5,0.9,0.9,7,80,5,0.3269158536735605,0.6730841463264394
0.01,350,100,7,0.9,0.9,7,80,5,0.3269158536735605,0.6730841463264394
0.01,350,100,3,0.9,0.9,7,80,5,0.3269158536735607,0.6730841463264393
0.0001,450,50,5,0.7,0.7,5,48,5,0.32709218399561024,0.6729078160043898
0.0001,450,50,9,0.7,0.7,5,48,5,0.3270921839956103,0.6729078160043898
0.0001,450,50,3,0.7,0.7,5,48,5,0.32709218399561063,0.6729078160043893
0.0001,450,50,7,0.7,0.7,5,48,5,0.32709218399561085,0.6729078160043891
0.0001,450,100,3,0.9,0.9,5,48,5,0.3270974659836934,0.6729025340163066
0.0001,450,100,5,0.9,0.9,5,48,5,0.327097465983694,0.672902534016306
0.0001,450,100,9,0.9,0.9,5,48,5,0.32709746598369405,0.672902534016306
0.0001,450,100,7,0.9,0.9,5,48,5,0.32709746598369427,0.6729025340163057
0.0001,450,100,3,0.9,0.9,7,80,5,0.3271588000639865,0.6728411999360135
0.0001,450,100,7,0.9,0.9,7,80,5,0.3271588000639867,0.6728411999360133
0.0001,450,100,5,0.9,0.9,7,80,5,0.3271588000639868,0.6728411999360132
0.0001,450,100,9,0.9,0.9,7,80,5,0.32715880006398695,0.6728411999360131
0.01,350,100,9,0.9,0.9,5,48,5,0.32747789665153687,0.6725221033484632
0.01,350,100,3,0.9,0.9,5,48,5,0.3274778966515369,0.6725221033484631
0.01,350,100,5,0.9,0.9,5,48,5,0.3274778966515379,0.6725221033484621
0.01,350,100,7,0.9,0.9,5,48,5,0.3274778966515389,0.6725221033484611
0.0001,450,50,9,0.9,0.9,3,16,5,0.32758366040259207,0.6724163395974079
0.0001,450,50,3,0.9,0.9,3,16,5,0.32758366040259296,0.672416339597407
0.0001,450,50,7,0.9,0.9,3,16,5,0.32758366040259324,0.6724163395974068
0.0001,450,50,5,0.9,0.9,3,16,5,0.32758366040259496,0.672416339597405
0.01,350,50,5,0.9,0.9,7,80,5,0.3279211764068237,0.6720788235931763
0.01,350,50,3,0.9,0.9,7,80,5,0.32792117640682505,0.672078823593175
0.01,350,50,9,0.9,0.9,7,80,5,0.3279211764068254,0.6720788235931746
0.01,350,50,7,0.9,0.9,7,80,5,0.3279211764068254,0.6720788235931746
0.01,350,50,9,0.9,0.9,5,48,5,0.32903913787018824,0.6709608621298118
0.01,350,50,3,0.9,0.9,5,48,5,0.32903913787018824,0.6709608621298118
0.01,350,50,7,0.9,0.9,5,48,5,0.32903913787018846,0.6709608621298115
0.01,350,50,5,0.9,0.9,5,48,5,0.32903913787018846,0.6709608621298115
0.0001,450,100,7,0.9,0.9,3,16,5,0.3290863023073632,0.6709136976926369
0.0001,450,100,5,0.9,0.9,3,16,5,0.3290863023073632,0.6709136976926369
0.0001,450,100,9,0.9,0.9,3,16,5,0.3290863023073632,0.6709136976926369
0.0001,450,100,3,0.9,0.9,3,16,5,0.32908630230736474,0.6709136976926353
0.01,350,100,9,0.9,0.9,3,16,5,0.329209530736717,0.670790469263283
0.01,350,100,5,0.9,0.9,3,16,5,0.3292095307367186,0.6707904692632813
0.01,350,100,3,0.9,0.9,3,16,5,0.3292095307367202,0.6707904692632798
0.01,350,100,7,0.9,0.9,3,16,5,0.3292095307367204,0.6707904692632796
0.01,350,50,9,0.9,0.9,3,16,5,0.3296273953269266,0.6703726046730734
0.01,350,50,3,0.9,0.9,3,16,5,0.3296273953269272,0.6703726046730728
0.01,350,50,7,0.9,0.9,3,16,5,0.3296273953269276,0.6703726046730725
0.01,350,50,5,0.9,0.9,3,16,5,0.32962739532692775,0.6703726046730722
1.0,250,50,5,0.9,0.9,5,48,10,0.4749260415048081,0.5250739584951919
1.0,250,50,3,0.9,0.9,5,48,10,0.4749260415048088,0.5250739584951911
1.0,250,50,9,0.9,0.9,5,48,10,0.47492604150481144,0.5250739584951886
1.0,250,50,7,0.9,0.9,5,48,10,0.47492604150481416,0.5250739584951858
1.0,250,100,7,0.9,0.9,5,48,10,0.49114523542138183,0.5088547645786181
1.0,250,100,3,0.9,0.9,5,48,10,0.4911452354213819,0.5088547645786181
1.0,250,100,9,0.9,0.9,5,48,10,0.49114523542138194,0.5088547645786181
1.0,250,100,5,0.9,0.9,5,48,10,0.49114523542138216,0.5088547645786179
1.0,250,100,9,0.7,0.7,5,48,10,0.5243682011954041,0.47563179880459594
1.0,250,100,7,0.7,0.7,5,48,10,0.5243682011954043,0.4756317988045957
1.0,250,100,3,0.7,0.7,5,48,10,0.5243682011954044,0.4756317988045956
1.0,250,100,5,0.7,0.7,5,48,10,0.5243682011954047,0.4756317988045953
1.0,250,50,7,0.9,0.9,5,48,5,0.52613389113473,0.47386610886527003
1.0,250,50,9,0.9,0.9,5,48,5,0.5261338911347301,0.4738661088652699
1.0,250,50,5,0.9,0.9,5,48,5,0.5261338911347302,0.4738661088652698
1.0,250,50,7,0.7,0.7,5,48,10,0.5310814748941751,0.4689185251058249
1.0,250,50,5,0.7,0.7,5,48,10,0.5310814748941752,0.46891852510582477
1.0,250,50,3,0.7,0.7,5,48,10,0.5310814748941758,0.4689185251058242
1.0,250,50,9,0.7,0.7,5,48,10,0.5310814748941759,0.4689185251058241
1.0,250,100,5,0.9,0.9,5,48,5,0.5347094401526192,0.46529055984738077
1.0,250,100,7,0.9,0.9,5,48,5,0.5347094401526198,0.4652905598473802
1.0,250,100,3,0.9,0.9,5,48,5,0.5347094401526201,0.4652905598473799
1.0,250,100,9,0.9,0.9,5,48,5,0.5347094401526202,0.46529055984737977
1.0,250,50,7,0.9,0.9,7,80,10,0.5421957628672163,0.45780423713278373
1.0,250,50,9,0.9,0.9,7,80,10,0.5421957628672167,0.4578042371327833
1.0,250,50,5,0.9,0.9,7,80,10,0.5421957628672168,0.4578042371327832
1.0,250,50,3,0.9,0.9,7,80,10,0.5421957628672174,0.4578042371327826
1.0,250,100,7,0.9,0.9,7,80,10,0.5433110801462104,0.45668891985378957
1.0,250,100,5,0.9,0.9,7,80,10,0.5433110801462112,0.4566889198537888
1.0,250,100,3,0.9,0.9,7,80,10,0.5433110801462113,0.4566889198537887
1.0,250,100,9,0.9,0.9,7,80,10,0.5433110801462114,0.45668891985378857
1.0,250,100,7,0.9,0.9,3,16,10,0.5499545858735255,0.4500454141264745
1.0,250,100,9,0.9,0.9,3,16,10,0.5499545858735261,0.4500454141264739
1.0,250,100,3,0.9,0.9,3,16,10,0.5499545858735265,0.4500454141264735
1.0,250,100,5,0.9,0.9,3,16,10,0.5499545858735273,0.4500454141264727
1.0,250,50,5,0.9,0.9,3,16,10,0.5527565614359428,0.44724343856405724
1.0,250,50,3,0.9,0.9,3,16,10,0.552756561435943,0.447243438564057
1.0,250,50,7,0.9,0.9,3,16,10,0.552756561435943,0.447243438564057
1.0,250,50,9,0.9,0.9,3,16,10,0.5527565614359434,0.4472434385640566
1.0,250,100,7,0.7,0.7,5,48,5,0.5628057622299398,0.43719423777006017
1.0,250,100,5,0.7,0.7,5,48,5,0.5628057622299399,0.43719423777006006
1.0,250,100,9,0.7,0.7,5,48,5,0.5628057622299399,0.43719423777006006
1.0,250,100,3,0.7,0.7,5,48,5,0.5628057622299403,0.4371942377700597
1.0,250,100,7,0.7,0.7,3,16,10,0.566813882738456,0.433186117261544
1.0,250,100,3,0.7,0.7,3,16,10,0.5668138827384562,0.43318611726154377
1.0,250,100,9,0.7,0.7,3,16,10,0.5668138827384565,0.43318611726154355
1.0,250,100,5,0.7,0.7,3,16,10,0.5668138827384571,0.4331861172615429
1.0,250,50,9,0.7,0.7,5,48,5,0.5669104120806976,0.4330895879193024
1.0,250,50,7,0.7,0.7,5,48,5,0.566910412080698,0.43308958791930197
1.0,250,50,5,0.7,0.7,5,48,5,0.5669104120806981,0.43308958791930185
1.0,250,50,3,0.7,0.7,3,16,10,0.5725949382838098,0.4274050617161902
1.0,250,50,7,0.7,0.7,3,16,10,0.5725949382838098,0.4274050617161902
1.0,250,50,9,0.7,0.7,3,16,10,0.57259493828381,0.42740506171618997
1.0,250,50,5,0.7,0.7,3,16,10,0.5725949382838105,0.4274050617161895
1.0,250,50,7,0.9,0.9,7,80,5,0.5806735971234497,0.4193264028765503
1.0,250,50,9,0.9,0.9,7,80,5,0.5806735971234499,0.4193264028765501
1.0,250,50,5,0.9,0.9,7,80,5,0.5806735971234501,0.4193264028765499
1.0,250,100,5,0.9,0.9,7,80,5,0.5809548461865339,0.4190451538134661
1.0,250,100,3,0.9,0.9,7,80,5,0.580954846186534,0.41904515381346596
1.0,250,100,7,0.9,0.9,7,80,5,0.5809548461865343,0.41904515381346574
1.0,250,100,9,0.9,0.9,7,80,5,0.5809548461865345,0.4190451538134655
1.0,250,100,5,0.9,0.9,3,16,5,0.5830651556113151,0.4169348443886849
1.0,250,100,3,0.9,0.9,3,16,5,0.5830651556113152,0.4169348443886848
1.0,250,100,9,0.9,0.9,3,16,5,0.5830651556113158,0.4169348443886842
1.0,250,100,7,0.9,0.9,3,16,5,0.5830651556113158,0.4169348443886842
1.0,250,50,9,0.9,0.9,3,16,5,0.5875229297406495,0.41247707025935054
1.0,250,50,5,0.9,0.9,3,16,5,0.5875229297406495,0.41247707025935054
1.0,250,50,7,0.9,0.9,3,16,5,0.5875229297406497,0.4124770702593503
1.0,250,100,3,0.7,0.7,7,80,10,0.5910387567106391,0.4089612432893609
1.0,250,100,7,0.7,0.7,7,80,10,0.5910387567106392,0.4089612432893608
1.0,250,100,9,0.7,0.7,7,80,10,0.5910387567106393,0.4089612432893607
1.0,250,100,5,0.7,0.7,7,80,10,0.5910387567106395,0.40896124328936045
1.0,250,50,3,0.5,0.5,5,48,10,0.5923760130285379,0.40762398697146207
1.0,250,50,5,0.5,0.5,5,48,10,0.592376013028539,0.40762398697146096
1.0,250,50,9,0.5,0.5,5,48,10,0.5923760130285397,0.4076239869714603
1.0,250,50,7,0.5,0.5,5,48,10,0.5923760130285401,0.40762398697145985
1.0,250,100,3,0.7,0.7,3,16,5,0.5955286952383098,0.40447130476169024
1.0,250,100,9,0.7,0.7,3,16,5,0.5955286952383103,0.4044713047616897
1.0,250,100,7,0.7,0.7,3,16,5,0.5955286952383115,0.40447130476168847
1.0,250,100,5,0.7,0.7,3,16,5,0.5955286952383121,0.4044713047616879
1.0,250,50,3,0.7,0.7,7,80,10,0.596964759369905,0.403035240630095
1.0,250,50,7,0.7,0.7,7,80,10,0.5969647593699051,0.4030352406300949
1.0,250,50,9,0.7,0.7,7,80,10,0.5969647593699051,0.4030352406300949
1.0,250,50,5,0.7,0.7,7,80,10,0.5969647593699068,0.4030352406300932
1.0,250,100,7,0.5,0.5,5,48,10,0.5978381818104392,0.40216181818956076
1.0,250,100,9,0.5,0.5,5,48,10,0.5978381818104398,0.4021618181895602
1.0,250,100,3,0.5,0.5,5,48,10,0.5978381818104404,0.40216181818955965
1.0,250,100,5,0.5,0.5,5,48,10,0.5978381818104411,0.4021618181895589
1.0,250,50,5,0.9,0.9,9,112,10,0.5985733090726295,0.4014266909273705
1.0,250,50,3,0.9,0.9,9,112,10,0.5985733090726301,0.40142669092736993
1.0,250,50,9,0.9,0.9,9,112,10,0.5985733090726305,0.4014266909273695
1.0,250,50,7,0.9,0.9,9,112,10,0.5985733090726305,0.4014266909273695
1.0,250,50,5,0.7,0.7,3,16,5,0.6023674885258513,0.3976325114741487
1.0,250,50,7,0.7,0.7,3,16,5,0.6023674885258515,0.39763251147414846
1.0,250,50,9,0.7,0.7,3,16,5,0.6023674885258516,0.39763251147414835
1.0,250,100,3,0.9,0.9,9,112,10,0.6030044971059807,0.3969955028940193
1.0,250,100,9,0.9,0.9,9,112,10,0.6030044971059814,0.39699550289401864
1.0,250,100,5,0.9,0.9,9,112,10,0.6030044971059817,0.3969955028940183
1.0,250,100,7,0.9,0.9,9,112,10,0.603004497105982,0.39699550289401797
1.0,250,100,3,0.7,0.7,7,80,5,0.6184590032474084,0.38154099675259157
1.0,250,100,5,0.7,0.7,7,80,5,0.618459003247409,0.381540996752591
1.0,250,100,7,0.7,0.7,7,80,5,0.6184590032474098,0.38154099675259023
1.0,250,100,9,0.7,0.7,7,80,5,0.6184590032474111,0.3815409967525889
1.0,250,100,5,0.5,0.5,3,16,10,0.620078995178875,0.379921004821125
1.0,250,100,9,0.5,0.5,3,16,10,0.6200789951788759,0.3799210048211241
1.0,250,100,7,0.5,0.5,3,16,10,0.6200789951788774,0.37992100482112257
1.0,250,100,3,0.5,0.5,3,16,10,0.6200789951788781,0.3799210048211219
1.0,250,50,9,0.5,0.5,5,48,5,0.6208982794978832,0.37910172050211677
1.0,250,50,5,0.5,0.5,5,48,5,0.6208982794978837,0.3791017205021163
1.0,250,50,7,0.5,0.5,5,48,5,0.6208982794978837,0.3791017205021163
1.0,250,100,9,0.5,0.5,5,48,5,0.6218060116560049,0.3781939883439951
1.0,250,100,7,0.5,0.5,5,48,5,0.6218060116560065,0.37819398834399354
1.0,250,100,3,0.5,0.5,5,48,5,0.6218060116560078,0.3781939883439922
1.0,250,100,5,0.5,0.5,5,48,5,0.6218060116560079,0.3781939883439921
1.0,250,50,9,0.5,0.5,3,16,10,0.6223785035609288,0.37762149643907117
1.0,250,50,5,0.5,0.5,3,16,10,0.6223785035609292,0.37762149643907084
1.0,250,50,3,0.5,0.5,3,16,10,0.6223785035609296,0.3776214964390704
1.0,250,50,7,0.5,0.5,3,16,10,0.6223785035609298,0.37762149643907017
1.0,250,50,7,0.7,0.7,7,80,5,0.6227869558641212,0.37721304413587875
1.0,250,50,5,0.7,0.7,7,80,5,0.622786955864122,0.377213044135878
1.0,250,50,9,0.7,0.7,7,80,5,0.6227869558641226,0.3772130441358774
1.0,250,50,9,0.9,0.9,9,112,5,0.6264132073784826,0.3735867926215174
1.0,250,50,5,0.9,0.9,9,112,5,0.6264132073784826,0.3735867926215174
1.0,250,50,7,0.9,0.9,9,112,5,0.6264132073784829,0.37358679262151706
1.0,250,100,7,0.9,0.9,9,112,5,0.6289319066854455,0.3710680933145545
1.0,250,100,3,0.9,0.9,9,112,5,0.6289319066854459,0.37106809331455415
1.0,250,100,9,0.9,0.9,9,112,5,0.6289319066854459,0.37106809331455415
1.0,250,100,5,0.9,0.9,9,112,5,0.6289319066854464,0.3710680933145536
1.0,250,100,3,0.5,0.5,3,16,5,0.6403303285454781,0.3596696714545219
1.0,250,100,9,0.5,0.5,3,16,5,0.6403303285454782,0.3596696714545218
1.0,250,100,7,0.5,0.5,3,16,5,0.6403303285454782,0.3596696714545218
1.0,250,100,5,0.5,0.5,3,16,5,0.6403303285454786,0.35966967145452144
1.0,250,50,9,0.5,0.5,3,16,5,0.6417811700151709,0.3582188299848291
1.0,250,50,5,0.5,0.5,3,16,5,0.6417811700151714,0.35821882998482857
1.0,250,50,7,0.5,0.5,3,16,5,0.6417811700151724,0.35821882998482757
1.0,250,100,9,0.7,0.7,9,112,10,0.6745661534084305,0.3254338465915695
1.0,250,100,7,0.7,0.7,9,112,10,0.6745661534084305,0.3254338465915695
1.0,250,100,3,0.7,0.7,9,112,10,0.6745661534084306,0.3254338465915694
1.0,250,100,5,0.7,0.7,9,112,10,0.6745661534084311,0.32543384659156893
1.0,250,50,7,0.7,0.7,9,112,10,0.6784957625088341,0.32150423749116586
1.0,250,50,3,0.7,0.7,9,112,10,0.6784957625088343,0.32150423749116575
1.0,250,50,5,0.7,0.7,9,112,10,0.6784957625088344,0.32150423749116563
1.0,250,50,9,0.7,0.7,9,112,10,0.6784957625088351,0.32150423749116486
1.0,250,100,7,0.7,0.7,9,112,5,0.684069137810077,0.31593086218992295
1.0,250,100,9,0.7,0.7,9,112,5,0.6840691378100776,0.3159308621899224
1.0,250,100,5,0.7,0.7,9,112,5,0.6840691378100776,0.3159308621899224
1.0,250,100,3,0.7,0.7,9,112,5,0.6840691378100778,0.31593086218992217
1.0,250,50,9,0.7,0.7,9,112,5,0.6873555854813306,0.3126444145186694
1.0,250,50,7,0.7,0.7,9,112,5,0.6873555854813309,0.3126444145186691
1.0,250,50,5,0.7,0.7,9,112,5,0.6873555854813309,0.3126444145186691
1.0,250,100,7,0.5,0.5,7,80,10,0.6885326085420275,0.31146739145797253
1.0,250,100,5,0.5,0.5,7,80,10,0.6885326085420278,0.3114673914579722
1.0,250,100,9,0.5,0.5,7,80,10,0.688532608542028,0.311467391457972
1.0,250,100,3,0.5,0.5,7,80,10,0.688532608542028,0.311467391457972
1.0,250,100,3,0.5,0.5,7,80,5,0.693229459156334,0.30677054084366595
1.0,250,100,5,0.5,0.5,7,80,5,0.693229459156335,0.30677054084366495
1.0,250,100,7,0.5,0.5,7,80,5,0.693229459156335,0.30677054084366495
1.0,250,100,9,0.5,0.5,7,80,5,0.6932294591563352,0.30677054084366484
1.0,250,50,5,0.5,0.5,7,80,10,0.6940392462732382,0.3059607537267618
1.0,250,50,9,0.5,0.5,7,80,10,0.6940392462732387,0.30596075372676135
1.0,250,50,3,0.5,0.5,7,80,10,0.6940392462732392,0.3059607537267608
1.0,250,50,7,0.5,0.5,7,80,10,0.6940392462732394,0.30596075372676057
1.0,250,50,7,0.5,0.5,7,80,5,0.6969162075731965,0.3030837924268035
1.0,250,50,9,0.5,0.5,7,80,5,0.6969162075731965,0.3030837924268035
1.0,250,50,5,0.5,0.5,7,80,5,0.6969162075731967,0.3030837924268033
1.0,250,100,7,0.5,0.5,9,112,5,0.7518843351807084,0.2481156648192916
1.0,250,100,5,0.5,0.5,9,112,5,0.7518843351807084,0.2481156648192916
1.0,250,100,3,0.5,0.5,9,112,5,0.7518843351807084,0.2481156648192916
1.0,250,100,9,0.5,0.5,9,112,5,0.7518843351807089,0.24811566481929115
1.0,250,100,7,0.5,0.5,9,112,10,0.7572089866812726,0.24279101331872743
1.0,250,100,5,0.5,0.5,9,112,10,0.757208986681273,0.242791013318727
1.0,250,100,9,0.5,0.5,9,112,10,0.757208986681273,0.242791013318727
1.0,250,100,3,0.5,0.5,9,112,10,0.7572089866812735,0.24279101331872655
1.0,250,50,7,0.5,0.5,9,112,5,0.7581903379887516,0.24180966201124843
1.0,250,50,5,0.5,0.5,9,112,5,0.7581903379887516,0.24180966201124843
1.0,250,50,9,0.5,0.5,9,112,5,0.7581903379887517,0.24180966201124832
1.0,250,50,7,0.5,0.5,9,112,10,0.7636325925060725,0.23636740749392748
1.0,250,50,5,0.5,0.5,9,112,10,0.7636325925060725,0.23636740749392748
1.0,250,50,9,0.5,0.5,9,112,10,0.7636325925060728,0.23636740749392715
1.0,250,50,3,0.5,0.5,9,112,10,0.7636325925060731,0.23636740749392693
